OBJECTID,ENTITYID,ENTITYCD,COMMONNM,OFFICIALNM,NAMEUPDT,ENTTYPEID,ENTTYPENM,OPENDATE,CLOSEDATE,STATUS,AUTHGRADES,ACTGRADES,GRADESUPDT,AUTHEDSET,ACTEDSET,EDSETUPDT,ADDRESSID,ADDRTYPEID,STREET,ADDRLINE2,CITY,STATE,ZIP,ADDRUPDT,GEOCODE,CGISTATID,CGISTATDT,XLOCATION,YLOCATION,LATITUDE,LONGITUDE,MIHOUSE,MISENATE,USCONGRESS,BLKGRP,CIVILDIV,FIPSCNTY,COUNTY,DISTCODE,IGNOREFLAG,ROOFTOP,x,y
240,1100,665, ,Cherryland Middle School,5-Oct-08,18,LEA School,31-Aug-53,,Open-Active,8-Jun,8-Jun,5-Oct-08,"GenEd, SchlChoice, SpecEd","GenEd, SchlChoice, SpecEd",24-Mar-09,49886,2,707 E 3RD ST, ,ELK RAPIDS,MI,49629-9402,3-Apr-22, ,2,22-Mar-22,547773.9066,482627.9369,44.89372,-85.39294,105,37,1,9606004,25340,9,Antrim,13050,0, ,-9505898.598,5604805.365
243,1151,2309, ,Mackensen Elementary School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"KG,1-5","KG,1-5",4-Jan-09,"GenEd,Alt,SpecEd,SchlChoice,Tuit,SuppVirt","GenEd,Alt,SpecEd,SchlChoice,Tuit",1-Sep-20,50194,2,5535 DENNIS DR, ,BAY CITY,MI,48706-3109,3-Apr-22, ,2,22-Mar-22,666604.1443,338597.4646,43.57972,-83.93446,96,31,5,2855004,54980,17,Bay,4260,0, ,-9343541.347,5400631.581
244,1168,191, ,Bangor Lincoln School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"KG,1-5","KG,1-5",16-Aug-10,"GenEd,SpecEd,SchlChoice","GenEd,SpecEd,SchlChoice",3-Oct-11,50214,2,2771 N EUCLID AVE, ,BAY CITY,MI,48706-1190,3-Apr-22, ,2,22-Mar-22,668234.2162,347485.4891,43.659349,-83.911499,96,31,5,2860001,5120,17,Bay,3900,0,Y,-9340985.34,5412876.107
245,1185,8846, ,Lake Ann Elementary School,5-Oct-08,18,LEA School,29-Nov-00,,Open-Active,"KG, 1-5","KG, 1-5",18-Dec-08,"GenEd,PK,SpecEd,SchlChoice,SuppVirt","GenEd,PK,SpecEd,SchlChoice,SuppVirt",7-Mar-21,50486,2,19375 BRONSON LAKE RD, ,INTERLOCHEN,MI,49643-8601,3-Apr-22, ,2,22-Mar-22,511711.2862,458729.8423,44.680099,-85.85022,101,35,1,1002,40700,19,Benzie,4950,0,Y,-9556802.775,5571299.433
247,1219,1700, ,Hollywood Elementary School,5-Oct-08,18,LEA School,1-Sep-57,,Open-Active,"DevK,KG,1-5","DevK,KG,1-5",12-Mar-18,"GenEd,PK,Alt,SpecEd,SchlChoice,SuppVirt","GenEd,PK,Alt,SpecEd,SchlChoice,SuppVirt",25-Sep-22,50520,2,143 E JOHN BEERS RD, ,STEVENSVILLE,MI,49127-8436,3-Apr-22, ,2,22-Mar-22,462230.9909,162765.9772,42.01474,-86.45495,79,21,6,18002,70100,21,Berrien,20820,0, ,-9624121.011,5163187.68
248,1236,296, ,Berrien Springs Middle School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,8-Jun,8-Jun,5-Oct-08,"Alt, GenEd, SchlChoice, SpecEd","Alt, GenEd, SchlChoice, SpecEd",11-Apr-10,50547,2,502 Middle School Drive, ,Berrien Springs,MI,49103,7-Dec-20, ,2,7-Dec-20,470901.2478,155013.5131,41.94526,-86.34994,78,21,6,214002,61180,21,Berrien,5430,0, ,-9612431.351,5152783.181
249,1253,5325, ,Ottawa Elementary School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"DevK-Part,KG,1","DevK-Part,KG,1",25-Oct-18,"GenEd,PK,SpecEd,SchlChoice","GenEd,PK,SpecEd,SchlChoice",30-Jun-15,50569,2,109 OTTAWA ST, ,BUCHANAN,MI,49107-1136,3-Apr-22, ,2,22-Mar-22,468879.0427,142077.5546,41.82873,-86.373744,78,21,6,202006,11400,21,Berrien,7140,0,Y,-9615081.2,5135358.455
250,1266,753, ,Coloma High School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,12-Sep,12-Sep,30-Jun-14,"GenEd,Alt,SpecEd,SchlChoice,SuppVirt","GenEd,Alt,SpecEd,SchlChoice,SuppVirt",21-Nov-17,50588,2,300 W SAINT JOSEPH ST, ,COLOMA,MI,49038-9594,3-Apr-22, ,2,22-Mar-22,474245.8813,181136.2982,42.18056,-86.31058,79,21,6,102007,17320,21,Berrien,10380,0, ,-9608049.816,5188064.947
251,1270,6196, ,F.C. Reed Middle School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,8-May,8-May,5-Oct-08,"GenEd, SchlChoice, SpecEd","GenEd, SchlChoice, SpecEd",17-Nov-13,50596,2,10254 CALIFORNIA, ,BRIDGMAN,MI,49106-9366,3-Apr-22, ,2,22-Mar-22,454064.3374,153547.9367,41.93135,-86.55288,79,21,6,111003,44260,21,Berrien,6840,0, ,-9635022.528,5150701.548
252,1283,1080, ,Larsen Elementary School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"DevK, KG, 1","DevK, KG, 1",2-Jul-13,"GenEd,SpecEd,SuppVirt","GenEd,SpecEd,SuppVirt",7-Mar-21,50581,2,25 PARKHURST AVE, ,COLDWATER,MI,49036-1003,3-Apr-22, ,2,22-Mar-22,582269.7858,155844.0878,41.948337,-85.006525,58,16,7,9515002,17020,23,Branch,10140,0,Y,-9462883.077,5153243.716
254,1317,4294, ,Verona Elementary School,29-Jan-09,18,LEA School,"December 31, 1899",,Open-Active,5-Mar,5-Mar,22-Aug-16,"21CCL, GenEd, PK, SpecEd","21CCL, GenEd, PK, SpecEd",25-Feb-09,50632,2,825 CAPITAL AVE NE, ,BATTLE CREEK,MI,49017-5605,3-Apr-22, ,2,22-Mar-22,569450.7683,198278.7614,42.33179,-85.15579,62,19,3,8002,5920,25,Calhoun,5,0, ,-9479499.181,5210810.28
255,1334,1575, ,Harper Creek Middle School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,8-May,8-May,5-Oct-08,"GenEd,SpecEd,SchlChoice,SuppVirt","GenEd,SpecEd,SchlChoice,SuppVirt",8-Mar-21,50710,2,7290 B DR N, ,BATTLE CREEK,MI,49014-9514,3-Apr-22, ,2,22-Mar-22,569734.3179,190422.0735,42.26101,-85.15335,63,19,3,19003,25935,25,Calhoun,17730,0, ,-9479227.561,5200158.018
262,1453,3024, ,Pickford Public Schools,30-Jun-14,18,LEA School,"December 31, 1899",,Open-Active,"KG,1-12","KG,1-12",30-Jun-14,"GenEd,PK,SpecEd,SchlChoice","GenEd,PK,SpecEd,SchlChoice",4-Nov-18,50783,2,333 S PLEASANT ST, ,PICKFORD,MI,49774,3-Apr-22, ,2,22-Mar-22,626473.0986,623876.6016,46.154963,-84.360088,107,37,1,9710001,63980,33,Chippewa,28020,0,Y,-9390922.039,5805217.02
264,1487,4880, ,Bath Middle School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,8-Jun,8-Jun,5-Oct-08,"GenEd, SchlChoice, SpecEd","GenEd, SchlChoice, SpecEd",15-Jan-09,50821,2,13675 WEBSTER RD, ,BATH,MI,48808-0310,3-Apr-22, ,2,22-Mar-22,626727.6197,253031.3067,42.81728,-84.4482,93,24,4,111012,5900,37,Clinton,4170,0, ,-9400730.622,5284201.225
267,1517,1954, ,Lemmer Elementary School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,2-Jan,2-Jan,18-Aug-20,"GenEd,Alt,SpecEd,SchlChoice,SuppVirt","GenEd,Alt,SpecEd,SchlChoice,SuppVirt",30-Sep-20,50855,2,700 S 20TH ST, ,ESCANABA,MI,49829-2236,3-Apr-22, ,2,22-Mar-22,416179.9643,576836.9726,45.73829,-87.07539,108,38,1,9711001,26360,41,Delta,13500,0, ,-9693188.075,5738508.739
268,1534,204, ,Bark River-Harris Jr/Sr High School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,12-Jul,12-Jul,5-Oct-08,"Alt, GenEd, SchlChoice, SpecEd","Alt, GenEd, SchlChoice, SpecEd",24-Aug-10,50871,2,HWY US 2 & 41, ,HARRIS,MI,49845,12-Mar-12, ,2,18-May-11,395151.1,573250,45.70315,-87.34486,108,38,1, , , , , ,0, ,-9723185.339,5732905.744
269,1551,265, ,Bellevue Elementary School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"KG,1-6","KG,1-6",29-Aug-16,"GenEd,PK,SpecEd,SchlChoice","GenEd,PK,SpecEd,SchlChoice",23-Nov-14,51086,2,904 W CAPITAL AVE, ,BELLEVUE,MI,49021-1312,3-Apr-22, ,2,22-Mar-22,579780.0672,210923.638,42.444617,-85.028595,71,24,7,208002,7080,45,Eaton,4650,0,Y,-9465339.898,5227815.356
271,1585,9073, ,Potterville Middle School,5-Oct-08,18,LEA School,27-Aug-02,,Open-Active,8-May,8-May,5-Oct-08,"GenEd,SpecEd,SchlChoice,SuppVirt","GenEd,SpecEd,SchlChoice,SuppVirt",15-Aug-20,51126,2,424 N HIGH ST, ,POTTERVILLE,MI,48876-9605,3-Apr-22, ,2,22-Mar-22,603438.9717,231873.1281,42.63035,-84.73703,71,24,7,206012,66100,45,Eaton,29160,0, ,-9432883.031,5255875.534
272,1602,3463, ,Sheridan School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"KG,1-5","KG,1-5",23-Sep-20,"GenEd,SpecEd,SchlChoice,Tuit","GenEd,SpecEd,SchlChoice,Tuit",21-Sep-21,51146,2,1415 HOWARD ST, ,PETOSKEY,MI,49770-3000,3-Apr-22, ,2,22-Mar-22,581645.595,535039.4275,45.36236,-84.95546,107,37,1,9707003,63820,47,Emmet,27930,0, ,-9457198.547,5678749.19
275,1653,1453, ,Grand Blanc Community High School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,12-Aug,12-Aug,3-Aug-20,"GenEd,Alt,SpecEd,PCE,SuppVirt","GenEd,Alt,SpecEd,PCE,SuppVirt",7-Sep-20,51272,2,12500 HOLLY RD, ,GRAND BLANC,MI,48439-1868,3-Apr-22, ,2,22-Mar-22,693910.9781,266114.2007,42.92072,-83.62215,50,14,5,112101,33280,49,Genesee,16350,0, ,-9308775.157,5299912.397
276,1670,1441, ,Goodrich High School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,12-Sep,12-Sep,5-Oct-08,"GenEd,SpecEd,SchlChoice,SuppVirt","GenEd,SpecEd,SchlChoice,SuppVirt",7-Sep-20,51292,2,8029 GALE RD, ,GOODRICH,MI,48438-9260,3-Apr-22, ,2,22-Mar-22,701153.6171,266022.1354,42.918,-83.53349,51,14,5,134011,4000,49,Genesee,16320,0, ,-9298905.571,5299498.928
277,1687,3149, ,Rankin Elementary School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"DevK,KG,1-5","DevK,KG,1-5",27-Sep-18,"GenEd,SpecEd,SuppVirt","GenEd,SpecEd,SuppVirt",24-Sep-20,51310,2,3459 MUNDY AVE, ,SWARTZ CREEK,MI,48473-8810,3-Apr-22, ,2,22-Mar-22,683630.4333,265463.0783,42.91744,-83.74828,50,14,5,129042,56160,49,Genesee,7890,0, ,-9322815.884,5299413.804
278,1704,6282, ,Armstrong Middle School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,9-May,9-Jun,21-Sep-22,"GenEd,SchlChoice","GenEd,SchlChoice",18-Sep-18,51652,2,6161 HOPKINS RD, ,FLINT,MI,48506-1657,3-Apr-22, ,2,22-Mar-22,695951.0947,283829.0375,43.07964,-83.590878,48,27,5,120091,31800,49,Genesee,20070,0,Y,-9305293.974,5324101.734
280,1734,7465, ,Swartz Creek Virtual Learning Center,2-Aug-18,18,LEA School,"December 31, 1899",,Open-Active,"DevK,DevK-Part,KG,KG-Part,1-12","DevK,DevK-Part,KG,KG-Part,1-12",15-Sep-13,"GenEd,PK,Alt,SpecEd,AdultEd,PCE,FaceVirt","GenEd,PK,Alt,SpecEd,AdultEd,PCE,FaceVirt",14-Feb-22,51605,2,8230 CRAPO ST, ,SWARTZ CREEK,MI,48473-1359,3-Apr-22, ,2,22-Mar-22,676308.6061,268996.8927,42.951,-83.83683,49,27,5,127023,77700,49,Genesee,33420,0, ,-9332673.225,5304516.519
281,1738,6190, ,Torrey Hill Intermediate School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,5-Mar,5-Mar,5-Oct-08,"GenEd,SpecEd","GenEd,SpecEd",18-Sep-14,51613,2,12410 TORREY RD, ,FENTON,MI,48430-9628,3-Apr-22, ,2,22-Mar-22,685443.7597,257401.9698,42.84444,-83.72877,51,32,5,133014,27780,49,Genesee,20670,0, ,-9320644.041,5288323.923
282,1751,862, ,Dailey Elementary School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"DevK,DevK-Part,KG,1-7","KG,1-6",21-Sep-22,"GenEd,PK,SpecEd,SchlChoice,FaceVirt,SuppVirt","GenEd,PK,SpecEd,SchlChoice,SuppVirt",22-Jun-21,51676,2,6236 NEFF RD, ,MOUNT MORRIS,MI,48458-2757,3-Apr-22, ,2,22-Mar-22,685891.4083,285446.9201,43.09676,-83.71385,49,27,5,103053,55980,49,Genesee,4500,0, ,-9318983.154,5326711.322
283,1768,2111, ,LakeVille High School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,12-Sep,12-Sep,5-Oct-08,"GenEd,Alt,SpecEd,SchlChoice","GenEd,Alt,SpecEd,SchlChoice",1-Mar-16,51688,2,12455 WILSON RD, ,OTISVILLE,MI,48463-9609,3-Apr-22, ,2,22-Mar-22,705904.2822,293725.2519,43.16604,-83.46497,48,27,5,124021,29420,49,Genesee,20940,0, ,-9291277.96,5337279.074
285,1802,4200, ,Central High School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,12-Aug,12-Aug,18-Aug-21,"GenEd,Alt,SpecEd,SchlChoice,PCE,SuppVirt","GenEd,Alt,SpecEd,SchlChoice,PCE,SuppVirt",4-Nov-20,51704,2,1150 MILLIKEN DR, ,TRAVERSE CITY,MI,49686-2875,3-Apr-22, ,2,22-Mar-22,532365.8355,468537.7337,44.767748,-85.588979,104,37,1,5510001,80340,55,Grand Traverse,33870,0,Y,-9527721.56,5585031.969
286,1819,4549, ,Willow Hill Elementary School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"KG,1-5","KG,1-5",13-Oct-10,"GenEd,PK,SpecEd,SchlChoice,Tuit,SuppVirt","GenEd,PK,SpecEd,SchlChoice,Tuit,SuppVirt",1-Oct-20,51710,2,1250 HILL ST, ,TRAVERSE CITY,MI,49684-1406,3-Apr-22, ,2,22-Mar-22,527943.6042,468917.5591,44.771355,-85.644841,104,37,1,5515001,80340,55,Grand Traverse,33870,0,Y,-9533940.089,5585597.547
289,1870,3062, ,Pittsford Area Elem. School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"KG,1-5","KG,1-5",8-Nov-18,"GenEd,SpecEd,SchlChoice,SuppVirt","GenEd,SpecEd,SchlChoice,SuppVirt",4-Oct-20,51861,2,9304 HAMILTON RD, ,PITTSFORD,MI,49271-9856,3-Apr-22, ,2,22-Mar-22,626697.2012,147077.1427,41.86322,-84.47257,58,16,7,510003,64620,59,Hillsdale,28500,0, ,-9403443.478,5140512.433
290,1887,4357, ,Washington Middle School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,8-Jun,8-Jun,5-Oct-08,"GenEd,Alt,SpecEd,SchlChoice,SuppVirt","GenEd,Alt,SpecEd,SchlChoice,SuppVirt",29-Nov-17,51752,2,57070 MINE ST, ,CALUMET,MI,49913-2949,3-Apr-22, ,2,22-Mar-22,314474.9655,746228.3535,47.24194,-88.4494,110,38,1,3003,12600,61,Houghton,7690,0, ,-9846142.169,5981654.639
291,1904,166, ,Bad Axe Middle School,21-Jul-11,18,LEA School,"December 31, 1899",,Open-Active,6-Mar,6-Mar,2-Jul-18,"GenEd,SpecEd","GenEd,SpecEd",29-Sep-14,51880,2,750 S VAN DYKE RD, ,BAD AXE,MI,48413-9714,3-Apr-22, ,2,22-Mar-22,739889.3183,365527.2817,43.801897,-83.01548,84,25,10,9510003,4740,63,Huron,17,0,Y,-9241240.962,5434836.294
305,1153,2235, ,Linsday,30-Jun-21,19,LEA Unique Education Provider,"December 31, 1899",,Open-Active,"DevK,DevK-Part",DevK-Part,25-Aug-22,"GenEd,PK,SpecEd,SchlChoice,SuppVirt","GenEd,PK,SpecEd,SchlChoice,SuppVirt",1-Sep-20,50198,2,607 LASALLE ST, ,BAY CITY,MI,48706-3949,3-Apr-22, ,2,22-Mar-22,670311.4843,342932.8366,43.6179,-83.88719,96,31,5,2813003,6020,17,Bay,4260,0, ,-9338279.275,5406500.484
306,1166,186, ,Bangor Central School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"DevK, KG, 1-5","DevK, KG, 1-5",24-Sep-09,"GenEd, PK, SchlChoice, SpecEd","GenEd, PK, SchlChoice, SpecEd",19-Oct-09,50210,2,208 STATE PARK DR, ,BAY CITY,MI,48706-1761,3-Apr-22, ,2,22-Mar-22,669538.1278,345469.0204,43.640902,-83.895972,96,31,5,2859002,5120,17,Bay,3900,0,Y,-9339256.883,5410038.074
307,1183,848, ,Crystal Lake Elementary School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"KG, 1-5","KG, 1-5",18-Dec-08,"GenEd,PK,SpecEd,SchlChoice,SuppVirt","GenEd,PK,SpecEd,SchlChoice,SuppVirt",16-Jun-21,50226,2,7048 SEVERANCE ST, ,BENZONIA,MI,49616-9656,3-Apr-22, ,2,22-Mar-22,492123.622,452144.8946,44.620879,-86.097275,101,35,1,3002,7600,19,Benzie,4950,0,Y,-9584304.812,5562032.81
309,1217,2095, ,Lakeshore High School,5-Oct-08,18,LEA School,31-Dec-58,,Open-Active,12-Sep,12-Sep,5-Oct-08,"Alt, GenEd, SchlChoice, SpecEd","Alt, GenEd, SchlChoice, SpecEd",12-Jan-09,50516,2,5771 CLEVELAND AVE, ,STEVENSVILLE,MI,49127-9481,3-Apr-22, ,2,22-Mar-22,458937.9606,162588.6694,42.01299,-86.4947,79,21,6,17002,47600,21,Berrien,20820,0, ,-9628545.96,5162925.482
310,1234,387, ,Brandywine Senior High School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,12-Sep,12-Sep,5-Oct-08,"GenEd,SpecEd,SchlChoice,SuppVirt","GenEd,SpecEd,SchlChoice,SuppVirt",11-Mar-21,50543,2,1700 BELL RD, ,NILES,MI,49120-4670,3-Apr-22, ,2,22-Mar-22,480520.3081,138845.4024,41.799934,-86.233525,78,21,6,210004,57780,21,Berrien,6600,0,Y,-9599472.092,5131057.48
312,1268,400, ,Bridgman Elementary School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"DevK, KG, 1-4","DevK, KG, 1-4",15-Jul-10,"GenEd, PK, SchlChoice, SpecEd","GenEd, PK, SchlChoice, SpecEd",17-Nov-13,50592,2,3891 LAKE ST, ,BRIDGMAN,MI,49106-8708,3-Apr-22, ,2,22-Mar-22,454470.3346,154841.3601,41.94302,-86.54808,79,21,6,111002,10580,21,Berrien,6840,0, ,-9634488.195,5152447.934
313,1285,408, ,Bronson Jr/Sr High School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,12-Jun,12-Jun,30-Jun-13,"GenEd,Alt,SpecEd,FaceVirt,SuppVirt","GenEd,Alt,SpecEd,FaceVirt,SuppVirt",11-Jul-21,50701,2,450 E GRANT ST, ,BRONSON,MI,49028-1524,3-Apr-22, ,2,22-Mar-22,567215.0114,146812.474,41.86852,-85.18924,58,16,7,9512003,10860,23,Branch,6960,0, ,-9483222.818,5141304.68
330,250,5453, ,Bay-Arenac Community High School,5-Oct-08,26,PSA School,27-Aug-95,,Open-Active,12-Sep,12-Sep,5-Oct-08,"GenEd,Alt,SpecEd,PCE","GenEd,Alt,SpecEd,PCE",31-Oct-18,53184,2,805 LANGSTAFF ST, ,ESSEXVILLE,MI,48732-1367,3-Apr-22, ,2,22-Mar-22,674177.5243,342400.0299,43.612202,-83.839471,96,31,5,2851001,26420,17,Bay,13530,0,Y,-9332967.22,5405624.37
331,265,4074, ,Woodland Park Academy,5-Oct-08,26,PSA School,5-Jan-96,,Open-Active,"KG,1-8","KG,1-8",7-May-15,"GenEd,SpecEd,SuppVirt","GenEd,SpecEd,SuppVirt",8-Sep-20,53294,2,2083 E GRAND BLANC RD, ,GRAND BLANC,MI,48439,3-Apr-22, ,2,22-Mar-22,690104.9877,265403.3607,42.9153,-83.66901,50,14,5,112114,33300,49,Genesee,16350,0, ,-9313991.588,5299088.517
337,248,9085, ,Outlook Academy,5-Oct-08,26,PSA School,20-Aug-02,,Open-Active,12-Jun,12-Jun,9-Jan-13,"GenEd,Alt,SpecEd,PCE","GenEd,Alt,SpecEd,PCE",15-Dec-21,53058,2,2879 116TH AVE, ,ALLEGAN,MI,49010-9004,3-Apr-22, ,2,22-Mar-22,514085.5936,220465.6119,42.534812,-85.827079,80,26,6,311002,1280,5,Allegan,2220,0,Y,-9554226.731,5241431.417
338,267,8721, ,Northridge Academy,5-Oct-08,26,PSA School,31-Aug-99,,Open-Active,"KG, 1-8","KG, 1-8",4-Mar-09,"GenEd,PK,Alt,SpecEd,SuppVirt","GenEd,PK,Alt,SpecEd,SuppVirt",3-Sep-20,53511,2,4100 W COLDWATER RD, ,FLINT,MI,48504-1102,3-Apr-22, ,2,22-Mar-22,682379.8836,284787.1784,43.091687,-83.757203,49,27,5,105042,55980,49,Genesee,35970,0,Y,-9323809.188,5325937.972
339,282,8323, ,Mid-Michigan Leadership Academy,5-Oct-08,26,PSA School,2-Sep-96,,Open-Active,"DevK,KG,1-8","DevK,KG,1-8",10-Dec-14,"GenEd,PK,SpecEd,BSAS,SuppVirt","GenEd,PK,SpecEd,BSAS,SuppVirt",8-Sep-20,53883,2,730 W MAPLE ST, ,LANSING,MI,48906-5086,3-Apr-22, ,2,22-Mar-22,617478.8158,244986.0187,42.746351,-84.563038,68,23,8,68003,46000,65,Ingham,21150,0,Y,-9413514.33,5273443.23
340,284,8700, ,White Pine Academy,5-Oct-08,26,PSA School,31-Aug-99,,Open-Active,"KG,1-8","KG,1-8",14-Jan-09,"GenEd,SpecEd,SuppVirt","GenEd,SpecEd,SuppVirt",30-Aug-20,53732,2,510 RUSSELL ST, ,LESLIE,MI,49251-9478,3-Apr-22, ,2,22-Mar-22,629059.3748,211726.5779,42.444974,-84.429296,67,23,8,61003,47180,65,Ingham,21450,0,Y,-9398626.239,5227869.211
364,251,8856, ,State Street Academy,25-Apr-16,26,PSA School,31-Aug-01,,Open-Active,"DevK,KG,1-9","DevK,KG,1-9",23-Aug-22,"GenEd,PK,SpecEd,BSAS","GenEd,PK,SpecEd,BSAS",4-May-10,52887,2,1110 STATE ST, ,BAY CITY,MI,48706-3669,3-Apr-22, ,2,22-Mar-22,669759.1631,342935.106,43.618045,-83.894033,96,31,5,2813003,6020,17,Bay,4260,0,Y,-9339041.034,5406522.78
365,260,8340, ,Charlevoix Academy,10-Aug-22,26,PSA School,2-Sep-96,,Open-Active,"KG,1-12","KG,1-12",29-Jun-11,"Alt, GenEd, PK, SpecEd","Alt, GenEd, PK, SpecEd",7-Nov-13,53425,2,115 W HURLBUT ST, ,CHARLEVOIX,MI,49720-1510,3-Apr-22, ,2,22-Mar-22,557919.6876,529410.9598,45.31406,-85.25903,105,37,1,15002,14780,29,Charlevoix,8730,0, ,-9490991.805,5671100.058
367,294,8644, ,Paragon Charter Academy,5-Oct-08,26,PSA School,31-Aug-98,,Open-Active,"KG,KG-Part,1-8","KG,1-8",25-Jul-12,"GenEd,SpecEd","GenEd,SpecEd",18-Nov-13,54066,2,3750 MCCAIN RD, ,JACKSON,MI,49201-7675,3-Apr-22, ,2,22-Mar-22,626442.4143,188325.9209,42.234705,-84.466401,64,16,7,53011,77200,75,Jackson,19620,0,Y,-9402756.749,5196202.211
375,253,8706, ,Benton Harbor Charter School Academy,26-May-14,26,PSA School,20-Aug-00,,Open-Active,"KG,1-9","KG,1-8",30-Aug-22,"GenEd,PK,SpecEd,SuppVirt","GenEd,PK,SpecEd,SuppVirt",16-Sep-21,53297,2,455 RIVERVIEW DR, ,BENTON HARBOR,MI,49022-5080,3-Apr-22, ,2,22-Mar-22,461428.7949,173387.2701,42.11033,-86.46527,79,21,6,4002,7520,21,Berrien,4830,0, ,-9625269.828,5177520.697
376,262,8322, ,Island City Academy,5-Oct-08,26,PSA School,2-Sep-96,,Open-Active,"KG-Part, 1-8","KG-Part, 1-8",17-Dec-08,"GenEd, SpecEd","GenEd, SpecEd",20-May-09,53451,2,6421 S CLINTON TRL, ,EATON RAPIDS,MI,48827,3-Apr-22, ,2,22-Mar-22,610199.4464,214628.7753,42.474108,-84.658022,65,24,7,212022,36200,45,Eaton,12690,0,Y,-9424087.901,5232265.231
377,287,8720, ,Windemere Park Charter Academy,5-Oct-08,26,PSA School,31-Aug-99,,Open-Active,"KG,KG-Part,1-8","KG,1-8",25-Jul-12,"GenEd,SpecEd","GenEd,SpecEd",18-Nov-13,53994,2,3100 W SAGINAW ST, ,LANSING,MI,48917-2307,3-Apr-22, ,2,22-Mar-22,615125.6181,244435.1848,42.741757,-84.591902,68,23,8,34002,46020,65,Ingham,35520,0,Y,-9416727.456,5272746.871
378,296,8616, ,Oakland Academy,5-Oct-08,26,PSA School,31-Jul-98,,Open-Active,"KG-Part,1-8","KG-Part,1-8",17-Jul-18,"GenEd, SpecEd","GenEd, SpecEd",20-May-09,54088,2,6325 OAKLAND DR, ,PORTAGE,MI,49024-2589,3-Apr-22, ,2,22-Mar-22,531835.0519,186217.4827,42.22581,-85.613074,61,20,6,19073,65560,77,Kalamazoo,28950,0,Y,-9530403.803,5194864.933
379,321,8726, ,Michigan Collegiate Elementary,26-Aug-21,26,PSA School,31-Aug-99,,Open-Active,"KG,1-5","KG,1-5",26-Aug-21,"GenEd,PK,Alt,SpecEd,SuppVirt","GenEd,PK,Alt,SpecEd,SuppVirt",11-Aug-20,54608,2,16911 EASTLAND ST, ,ROSEVILLE,MI,48066-2078,3-Apr-22, ,2,22-Mar-22,750667.1957,222675.4693,42.51316,-82.9467,22,9,9,2553004,69800,99,Macomb,30210,0, ,-9233584.407,5238160.986
380,326,8884, ,Arts Academy in the Woods,5-Oct-08,26,PSA School,26-Aug-01,,Open-Active,12-Jun,12-Jun,27-Sep-21,"GenEd,SpecEd","GenEd,SpecEd",20-May-09,54984,2,32101 CAROLINE, ,FRASER,MI,48026-3209,3-Apr-22, ,2,22-Mar-22,750177.7742,224798.8516,42.53243,-82.95171,31,9,9,2542001,30420,99,Macomb,14820,0, ,-9234142.118,5241071.572
381,330,8476, ,North Star Montessori Academy,8-Feb-21,26,PSA School,4-Sep-97,,Open-Active,"KG,1-12","KG,1-12",10-Sep-09,"GenEd,PK,SpecEd","GenEd,PK,SpecEd",19-Jul-15,55034,2,3030 WRIGHT ST, ,MARQUETTE,MI,49855-9649,3-Apr-22, ,2,22-Mar-22,388447.733,668764.6792,46.56156,-87.45337,109,38,1,7003,51920,103,Marquette,13,0, ,-9735264.617,5870800.847
